ID	Type	Nanog	Pou5f3	Sox19b
atac_L22755	typ_enh	0	0	0
atac_L39610	typ_enh	0	0	1
atac_L24486	typ_enh	0	0	0
atac_L35896	typ_enh	1	1	0
atac_L04907	typ_enh	2	0	2
atac_L07729	typ_enh	0	0	1
atac_L18779	typ_enh	0	0	1
atac_L22575	typ_enh	0	0	0
atac_P00157	typ_enh	0	0	2
atac_L36477	typ_enh	1	0	2
atac_L31876	typ_enh	0	0	1
atac_L15040	typ_enh	0	0	0
atac_L10266	typ_enh	1	0	0
atac_L16787	typ_enh	0	0	0
atac_L35503	typ_enh	0	0	0
atac_L27360	typ_enh	2	1	0
atac_L00929	typ_enh	0	1	0
atac_L39490	typ_enh	3	1	1
atac_L29000	typ_enh	0	0	0
atac_P01712	typ_enh	0	0	0
atac_L29036	typ_enh	1	2	1
atac_L36397	typ_enh	0	0	2
atac_L00423	typ_enh	0	0	1
atac_L18676	typ_enh	1	1	2
atac_L13022	typ_enh	0	1	1
atac_L35736	typ_enh	2	0	1
atac_L35624	typ_enh	1	1	0
atac_L24449	typ_enh	0	1	0
atac_P02977	typ_enh	0	0	1
atac_L06298	typ_enh	1	1	1
atac_P04751	typ_enh	1	0	0
atac_L24012	typ_enh	0	0	5
atac_L40136	typ_enh	1	0	0
atac_L08058	typ_enh	1	0	0
atac_L08667	typ_enh	0	0	0
atac_L34055	typ_enh	2	1	0
atac_L17003	typ_enh	2	0	0
atac_L40137	typ_enh	1	1	1
atac_L37450	typ_enh	2	0	0
atac_L02577	typ_enh	1	1	1
atac_L10817	typ_enh	0	0	0
atac_L37449	typ_enh	1	0	0
atac_L26838	typ_enh	1	0	1
atac_L36617	typ_enh	2	0	1
atac_L11147	typ_enh	2	0	0
atac_P02400	typ_enh	0	0	0
atac_L39102	typ_enh	0	0	0
atac_L14240	typ_enh	2	0	0
atac_L31606	typ_enh	2	1	0
atac_P03455	typ_enh	0	0	0
atac_L36604	typ_enh	1	1	0
atac_L13807	typ_enh	1	1	1
atac_L31716	typ_enh	0	1	3
atac_L23182	typ_enh	1	1	3
atac_L33720	typ_enh	2	0	0
atac_P05525	typ_enh	0	0	1
atac_L23432	typ_enh	1	0	4
atac_L13635	typ_enh	3	2	0
atac_L26980	typ_enh	0	0	0
atac_L16291	typ_enh	1	0	1
atac_L38670	typ_enh	0	0	1
atac_L14264	typ_enh	2	1	0
atac_L18699	typ_enh	1	1	1
atac_L26438	typ_enh	0	0	0
atac_L15599	typ_enh	1	0	1
atac_L05924	typ_enh	0	0	3
atac_L32346	typ_enh	0	0	2
atac_L18700	typ_enh	2	1	0
atac_L03406	typ_enh	2	1	1
atac_P02025	typ_enh	4	1	0
atac_L33378	typ_enh	0	1	2
atac_L33098	typ_enh	3	0	1
atac_L17706	typ_enh	1	1	0
atac_P04425	typ_enh	1	0	0
atac_L10096	typ_enh	0	0	1
atac_L20572	typ_enh	1	0	0
atac_L10991	typ_enh	0	0	1
atac_L39609	typ_enh	2	0	1
atac_L36334	typ_enh	2	2	0
atac_L07829	typ_enh	0	0	1
atac_L02976	typ_enh	1	1	0
atac_L18763	typ_enh	0	0	1
atac_L27255	typ_enh	2	0	0
atac_P03582	typ_enh	1	0	1
atac_L12610	typ_enh	2	1	1
atac_L31728	typ_enh	0	2	0
atac_L33750	typ_enh	0	0	0
atac_L23020	typ_enh	1	0	1
atac_L08085	typ_enh	1	1	2
atac_L23336	typ_enh	2	1	0
atac_P00946	typ_enh	2	0	1
atac_L37649	typ_enh	1	1	1
atac_P03377	typ_enh	0	0	0
atac_L36283	typ_enh	0	0	0
atac_L24675	typ_enh	1	0	1
atac_L12064	typ_enh	1	0	3
atac_L09463	typ_enh	0	0	0
atac_L34056	typ_enh	0	0	2
atac_L33701	typ_enh	0	0	0
atac_L03980	typ_enh	2	2	1
atac_L11913	typ_enh	1	1	1
atac_L19016	typ_enh	1	1	1
atac_L17463	typ_enh	0	0	0
atac_L26850	typ_enh	0	1	1
atac_L21816	typ_enh	0	0	2
atac_L35829	typ_enh	1	0	1
atac_L31534	typ_enh	1	2	0
atac_L03367	typ_enh	2	0	0
atac_L09201	typ_enh	0	0	0
atac_L27753	typ_enh	0	0	2
atac_L04513	typ_enh	0	0	1
atac_L06318	typ_enh	0	0	0
atac_L06118	typ_enh	3	0	0
atac_L16925	typ_enh	0	0	3
atac_L21427	typ_enh	2	1	0
atac_L27876	typ_enh	0	0	0
atac_L10603	typ_enh	2	0	1
atac_L23429	typ_enh	1	0	0
atac_L25767	typ_enh	0	0	0
atac_L33302	typ_enh	0	0	1
atac_L22553	typ_enh	0	0	0
atac_P06793	typ_enh	1	2	1
atac_L04399	typ_enh	1	0	1
atac_L38286	typ_enh	0	1	0
atac_L12561	typ_enh	2	1	1
atac_L25869	typ_enh	0	0	3
atac_L20464	typ_enh	3	0	0
atac_L09288	typ_enh	1	0	0
atac_L13830	typ_enh	0	0	0
atac_L09451	typ_enh	2	1	2
atac_L03643	typ_enh	0	0	2
atac_L33138	typ_enh	3	3	1
atac_L07986	typ_enh	2	0	0
atac_L38146	typ_enh	0	0	0
atac_L14850	typ_enh	3	0	1
atac_L31920	typ_enh	1	0	0
atac_L03612	typ_enh	0	0	1
atac_L35868	typ_enh	0	0	0
atac_L04864	typ_enh	1	1	0
atac_L09285	typ_enh	2	0	0
atac_L00211	typ_enh	1	0	0
atac_P06360	typ_enh	0	0	0
atac_L36470	typ_enh	0	0	0
atac_L37509	typ_enh	0	1	1
atac_L12024	typ_enh	0	0	1
atac_L00593	typ_enh	1	1	0
atac_L13330	typ_enh	0	0	0
atac_L32452	typ_enh	0	0	0
atac_L36471	typ_enh	1	0	0
atac_L18764	typ_enh	0	0	1
atac_L35314	typ_enh	2	1	1
atac_L00210	typ_enh	1	0	1
atac_L37451	typ_enh	0	0	1
atac_L22440	typ_enh	1	0	0
atac_L16290	typ_enh	0	0	0
atac_L36416	typ_enh	1	0	0
atac_L22610	typ_enh	0	0	0
atac_P06363	typ_enh	1	1	1
atac_L23554	typ_enh	1	0	0
atac_L38244	typ_enh	1	0	0
atac_L14596	typ_enh	1	0	0
atac_L14378	typ_enh	3	1	0
atac_L28739	typ_enh	0	0	0
atac_L10764	typ_enh	0	0	0
atac_L10821	typ_enh	1	0	0
atac_L36432	typ_enh	0	0	1
atac_L22554	typ_enh	1	0	0
atac_P00714	typ_enh	0	0	1
atac_L36460	typ_enh	1	0	2
atac_P04006	typ_enh	0	0	1
atac_L14211	typ_enh	1	0	2
atac_L02576	typ_enh	0	0	0
atac_L23212	typ_enh	0	1	0
atac_L03260	typ_enh	2	1	1
atac_L04514	typ_enh	0	0	2
atac_L37982	typ_enh	0	0	0
atac_L20500	typ_enh	0	0	2
atac_L39734	typ_enh	0	0	0
atac_L26959	typ_enh	0	0	3
atac_P02262	typ_enh	0	0	0
atac_L10736	typ_enh	2	0	0
atac_L23431	typ_enh	0	0	1
atac_L18663	typ_enh	0	0	1
atac_L35963	typ_enh	1	1	0
atac_L06202	typ_enh	0	1	1
atac_L33625	typ_enh	0	0	1
atac_L12614	typ_enh	0	0	2
atac_L09518	typ_enh	2	1	0
atac_L28571	typ_enh	1	0	2
atac_L18806	typ_enh	0	0	1
atac_L16553	typ_enh	0	0	1
atac_L29159	typ_enh	0	0	2
atac_L05894	typ_enh	1	0	1
atac_L37722	typ_enh	0	0	0
atac_L10294	typ_enh	0	1	1
atac_L06208	typ_enh	0	0	0
atac_L39336	typ_enh	1	0	1
atac_L00740	typ_enh	1	5	0
atac_L32414	typ_enh	2	1	0
atac_L30646	typ_enh	4	4	0
atac_L09086	typ_enh	2	2	0
atac_L19613	typ_enh	3	4	0
atac_P04945	typ_enh	0	0	0
atac_L13736	typ_enh	2	0	0
atac_P06655	typ_enh	0	0	1
atac_L11056	typ_enh	0	0	2
atac_P00226	typ_enh	0	0	0
atac_P05919	typ_enh	0	0	1
atac_L25753	typ_enh	2	0	0
atac_L27716	typ_enh	0	0	1
atac_L18754	typ_enh	0	1	0
atac_L23194	typ_enh	0	0	1
atac_P05504	typ_enh	0	0	1
atac_L03382	typ_enh	1	1	1
atac_L01104	typ_enh	0	0	1
atac_L04827	typ_enh	2	0	0
atac_L20593	typ_enh	0	0	0
atac_L01862	typ_enh	1	0	1
atac_L12576	typ_enh	1	0	0
atac_L00357	typ_enh	0	0	1
atac_L27750	typ_enh	1	0	1
atac_P02392	typ_enh	0	0	1
atac_L32454	typ_enh	0	0	0
atac_L18946	typ_enh	1	0	0
atac_L14079	typ_enh	1	2	2
atac_L12156	typ_enh	1	0	0
atac_L33991	typ_enh	0	2	0
atac_L21843	typ_enh	1	0	0
atac_L08036	typ_enh	1	1	2
atac_L25419	typ_enh	0	0	0
atac_P01363	typ_enh	0	0	0
atac_L33450	typ_enh	1	2	0
atac_L33953	typ_enh	0	0	2
atac_L17402	typ_enh	2	0	0
atac_L28846	typ_enh	0	0	0
atac_L13748	typ_enh	1	0	0
atac_L38147	typ_enh	0	0	1
atac_L10260	typ_enh	2	0	0
atac_L33487	typ_enh	0	0	0
atac_L18078	typ_enh	0	0	0
atac_P01269	typ_enh	0	0	1
atac_P02458	typ_enh	1	0	3
atac_L09286	typ_enh	1	0	0
atac_L20912	typ_enh	0	2	0
atac_L38664	typ_enh	0	1	0
atac_L07967	typ_enh	0	2	0
atac_L09196	typ_enh	1	1	1
atac_L38148	typ_enh	0	0	0
atac_L23447	typ_enh	0	0	1
atac_L17401	typ_enh	0	0	1
atac_L08708	typ_enh	0	0	1
atac_L19066	typ_enh	0	0	0
atac_L38113	typ_enh	1	0	1
atac_L09434	typ_enh	0	0	1
atac_L12935	typ_enh	1	0	1
atac_L28472	typ_enh	0	0	0
atac_L29211	typ_enh	1	1	0
atac_P03454	typ_enh	0	0	0
atac_L23049	typ_enh	0	1	1
atac_L09198	typ_enh	0	3	0
atac_L07447	typ_enh	1	0	0
atac_P05907	typ_enh	1	0	3
atac_L28780	typ_enh	1	0	0
atac_L03361	typ_enh	0	0	0
atac_P02854	typ_enh	0	0	0
atac_L02348	typ_enh	2	0	0
atac_P06719	typ_enh	0	0	0
atac_L03500	typ_enh	0	1	2
atac_L27388	typ_enh	1	1	0
atac_L18089	typ_enh	0	2	2
atac_L10099	typ_enh	0	0	2
atac_L40276	typ_enh	2	1	2
atac_L24318	typ_enh	0	0	0
atac_L25451	typ_enh	0	0	2
atac_L18180	typ_enh	0	2	2
atac_L02679	typ_enh	1	0	0
atac_L00563	typ_enh	1	0	2
atac_L20790	typ_enh	0	0	0
atac_L03127	typ_enh	1	1	1
atac_L20036	typ_enh	0	0	3
atac_L15090	typ_enh	0	0	1
atac_L32387	typ_enh	0	0	2
atac_L37839	typ_enh	1	0	0
atac_L21715	typ_enh	0	0	1
atac_P05041	typ_enh	3	2	0
atac_L38428	typ_enh	0	0	1
atac_L00991	typ_enh	1	0	1
atac_L15593	typ_enh	0	2	0
atac_L05564	typ_enh	1	0	1
atac_L18784	typ_enh	0	0	1
atac_L27988	typ_enh	0	1	0
atac_L33323	typ_enh	0	1	2
atac_L36292	typ_enh	3	1	1
atac_P02883	typ_enh	0	0	1
atac_L17707	typ_enh	2	1	1
atac_L05164	typ_enh	1	0	1
atac_L00903	typ_enh	0	0	0
atac_L16630	typ_enh	1	1	1
atac_L04809	typ_enh	1	0	1
atac_L10557	typ_enh	1	0	1
atac_L13609	typ_enh	0	0	0
atac_L26885	typ_enh	1	0	0
atac_L07618	typ_enh	0	0	0
atac_L12264	typ_enh	1	0	0
atac_L05519	typ_enh	3	2	1
atac_L20311	typ_enh	1	0	2
atac_L37253	typ_enh	3	3	0
atac_L00291	typ_enh	0	0	1
atac_L21985	typ_enh	0	0	1
atac_L35832	typ_enh	0	2	0
atac_L03128	typ_enh	0	0	2
atac_L31470	typ_enh	0	0	1
atac_L21706	typ_enh	2	0	0
atac_L00731	typ_enh	1	0	0
atac_L15684	typ_enh	1	0	0
atac_L37875	typ_enh	0	0	1
atac_L20614	typ_enh	0	0	1
atac_L20643	typ_enh	1	0	0
atac_L09520	typ_enh	2	0	0
atac_L15024	typ_enh	0	0	1
atac_P01133	typ_enh	1	0	1
atac_L22809	typ_enh	0	0	1
atac_L24166	typ_enh	1	1	1
atac_L25527	typ_enh	0	0	1
atac_L13638	typ_enh	2	1	0
atac_L27296	typ_enh	1	1	0
atac_L39121	typ_enh	0	0	0
atac_L18645	typ_enh	0	0	0
atac_L04830	typ_enh	0	0	0
atac_L07599	typ_enh	0	0	1
atac_L11292	typ_enh	0	0	1
atac_L24678	typ_enh	0	0	1
atac_P02449	typ_enh	0	0	2
atac_L14135	typ_enh	1	0	1
atac_L14377	typ_enh	1	0	0
atac_L03927	typ_enh	1	0	2
atac_L00888	typ_enh	0	0	1
atac_L33345	typ_enh	1	0	0
atac_L25579	typ_enh	0	0	0
atac_L04957	typ_enh	0	0	0
atac_L05782	typ_enh	1	0	1
atac_L32316	typ_enh	1	1	0
atac_L05851	typ_enh	1	0	0
atac_L33649	typ_enh	1	0	1
atac_L17301	typ_enh	0	1	1
atac_L12644	typ_enh	0	1	2
atac_L10998	typ_enh	1	1	1
atac_L07126	typ_enh	1	0	0
atac_P03512	typ_enh	2	0	0
atac_L09259	typ_enh	0	0	0
atac_L20310	typ_enh	0	0	1
atac_L34478	typ_enh	1	0	2
atac_P01549	typ_enh	1	0	0
atac_L33488	typ_enh	1	0	0
atac_L39345	typ_enh	1	2	1
atac_L33886	typ_enh	0	1	0
atac_L33191	typ_enh	0	0	0
atac_L02678	typ_enh	2	0	2
atac_L13838	typ_enh	0	0	2
atac_L36840	typ_enh	1	1	1
atac_P01831	typ_enh	0	0	0
atac_L03178	typ_enh	1	0	1
atac_L05574	typ_enh	1	0	1
atac_L35713	typ_enh	3	0	0
atac_P06700	typ_enh	0	1	0
atac_L03370	typ_enh	2	0	0
atac_L35999	typ_enh	0	2	0
atac_L22891	typ_enh	2	1	0
atac_L12218	typ_enh	0	0	1
atac_L14219	typ_enh	0	0	2
atac_L36254	typ_enh	0	0	1
atac_L11148	typ_enh	0	0	0
atac_P06487	typ_enh	0	0	0
atac_L33461	typ_enh	0	0	0
atac_P06989	typ_enh	0	0	0
atac_L02405	typ_enh	1	0	0
atac_L16527	typ_enh	1	0	1
atac_L31039	typ_enh	1	0	1
atac_L25009	typ_enh	0	1	0
atac_L16950	typ_enh	0	0	1
atac_P04769	typ_enh	1	1	0
atac_L11051	typ_enh	0	0	1
atac_L36553	typ_enh	0	0	1
atac_L00367	typ_enh	1	0	1
atac_L12356	typ_enh	1	0	1
atac_L35962	typ_enh	0	0	0
atac_L36287	typ_enh	0	0	1
atac_L39459	typ_enh	0	0	0
atac_L12535	typ_enh	1	0	0
atac_L24951	typ_enh	2	0	1
atac_P03886	typ_enh	0	0	1
atac_L24658	typ_enh	0	0	1
atac_L32082	typ_enh	1	0	1
atac_L37740	typ_enh	0	0	0
atac_L07845	typ_enh	1	0	0
atac_L03684	typ_enh	0	0	0
atac_L12575	typ_enh	0	0	1
atac_L07385	typ_enh	0	0	0
atac_L12815	typ_enh	1	2	0
atac_L16147	typ_enh	1	0	2
atac_L13974	typ_enh	2	0	2
atac_L02157	typ_enh	1	0	1
atac_L12797	typ_enh	0	0	1
atac_L29361	typ_enh	0	0	2
atac_L26741	typ_enh	0	0	0
atac_L22258	typ_enh	0	0	0
atac_L17284	typ_enh	0	0	1
atac_L27931	typ_enh	1	1	0
atac_L07988	typ_enh	0	0	0
atac_L27251	typ_enh	0	0	0
atac_L13875	typ_enh	1	0	1
atac_L23222	typ_enh	0	0	0
atac_L39864	typ_enh	1	0	0
atac_L38119	typ_enh	1	0	0
atac_P04881	typ_enh	0	1	0
atac_P05874	typ_enh	2	0	0
atac_L17824	typ_enh	2	0	1
atac_P01566	typ_enh	0	0	1
atac_L23089	typ_enh	0	1	0
atac_L09496	typ_enh	0	0	0
atac_L39156	typ_enh	3	3	2
atac_L09465	typ_enh	0	1	0
atac_L38118	typ_enh	3	2	1
atac_L17006	typ_enh	0	0	0
atac_P01157	typ_enh	0	0	1
atac_L25725	typ_enh	0	1	0
atac_L23242	typ_enh	0	0	1
atac_L23986	typ_enh	0	0	0
atac_L04866	typ_enh	1	1	0
atac_P03716	typ_enh	1	1	0
atac_L06419	typ_enh	0	0	0
atac_L05852	typ_enh	0	0	1
atac_L12066	typ_enh	1	1	0
atac_L12373	typ_enh	2	0	1
atac_L20543	typ_enh	1	0	1
atac_L23952	typ_enh	0	0	2
atac_L18476	typ_enh	1	0	0
atac_L10270	typ_enh	0	1	0
atac_L37694	typ_enh	1	0	0
atac_L10645	typ_enh	2	2	3
atac_L29154	typ_enh	2	0	0
atac_L07657	typ_enh	1	2	1
atac_L00366	typ_enh	1	1	1
atac_L36072	typ_enh	0	0	0
atac_L20400	typ_enh	1	0	0
atac_P02886	typ_enh	0	1	0
atac_P05997	typ_enh	0	0	1
atac_L07656	typ_enh	0	0	1
atac_L36784	typ_enh	2	0	0
atac_L12257	typ_enh	0	0	0
atac_L34300	typ_enh	1	0	0
atac_P00704	typ_enh	4	3	0
atac_L00361	typ_enh	0	1	0
atac_L07461	typ_enh	1	0	0
atac_L36219	typ_enh	0	0	0
atac_L33172	typ_enh	1	0	1
atac_L36335	typ_enh	0	0	1
atac_L30870	typ_enh	0	1	2
atac_L08734	typ_enh	2	1	0
atac_L27751	typ_enh	0	0	0
atac_L30999	typ_enh	0	0	1
atac_L00675	typ_enh	0	0	0
atac_L38690	typ_enh	2	0	2
atac_L17105	typ_enh	0	1	0
atac_L16766	typ_enh	1	0	3
atac_L24526	typ_enh	1	1	1
atac_L06303	typ_enh	1	2	1
atac_L29102	typ_enh	1	1	1
atac_L36217	typ_enh	0	0	0
atac_L07945	typ_enh	1	1	2
atac_L12081	typ_enh	1	1	0
atac_P06364	typ_enh	1	0	0
atac_L27460	typ_enh	1	0	0
atac_L07160	typ_enh	3	1	2
atac_L01818	typ_enh	0	0	1
atac_L29103	typ_enh	2	0	1
atac_P04998	typ_enh	0	0	0
atac_L07384	typ_enh	1	0	3
atac_L34934	typ_enh	2	2	4
atac_L27989	typ_enh	2	1	1
atac_L36934	typ_enh	0	0	0
atac_L17058	typ_enh	0	0	0
atac_L31868	typ_enh	1	1	0
atac_L31525	typ_enh	0	0	0
atac_L32862	typ_enh	0	1	0
atac_L39299	typ_enh	0	0	2
atac_L00523	typ_enh	0	0	1
atac_L06084	typ_enh	1	0	0
atac_P02295	typ_enh	0	0	0
atac_L27932	typ_enh	2	1	0
atac_P00440	typ_enh	3	2	0
atac_P00295	typ_enh	0	0	0
atac_L39208	typ_enh	0	0	1
atac_P02637	typ_enh	2	1	1
atac_L35685	typ_enh	0	1	0
atac_L02441	typ_enh	1	0	0
atac_L26942	typ_enh	1	0	0
atac_L27206	typ_enh	0	2	1
atac_P04701	typ_enh	2	0	3
atac_L07944	typ_enh	0	0	0
atac_L16375	typ_enh	2	1	0
atac_L29210	typ_enh	0	0	0
atac_L08735	typ_enh	0	0	0
atac_P04258	typ_enh	0	1	0
atac_L39293	typ_enh	0	2	3
atac_L21713	typ_enh	0	1	1
atac_L03017	typ_enh	0	0	0
atac_L00584	typ_enh	0	0	1
atac_L32303	typ_enh	1	0	0
atac_L29082	typ_enh	0	0	0
atac_L12607	typ_enh	0	0	0
atac_L20276	typ_enh	0	0	1
atac_L15447	typ_enh	2	1	0
atac_L00486	typ_enh	3	1	2
atac_L39183	typ_enh	2	1	1
atac_L29366	typ_enh	1	0	0
atac_L01819	typ_enh	0	0	0
atac_L25570	typ_enh	0	0	1
atac_P02415	typ_enh	0	0	1
atac_L23032	typ_enh	0	0	0
atac_L03117	typ_enh	1	0	2
atac_L33515	typ_enh	1	1	4
atac_L38661	typ_enh	1	2	0
atac_P02142	typ_enh	1	1	1
atac_L32422	typ_enh	2	0	2
atac_L39747	typ_enh	1	0	1
atac_L13023	typ_enh	2	2	0
atac_L21900	typ_enh	0	0	3
atac_P07048	typ_enh	0	0	0
atac_L23053	typ_enh	0	0	2
atac_L05849	typ_enh	0	0	1
atac_P03409	typ_enh	0	0	0
atac_L10691	typ_enh	0	1	1
atac_L16536	typ_enh	1	1	0
atac_L08732	typ_enh	2	2	0
atac_L07460	typ_enh	0	0	0
atac_P01271	typ_enh	0	1	0
atac_P00579	typ_enh	0	0	1
atac_L24100	typ_enh	0	0	1
atac_L16842	typ_enh	0	1	0
atac_L18528	typ_enh	2	1	1
atac_P03959	typ_enh	0	1	0
atac_L16535	typ_enh	0	0	1
atac_L06427	typ_enh	1	1	0
atac_P01745	typ_enh	1	0	1
atac_P00610	typ_enh	0	0	0
atac_L33986	typ_enh	1	1	0
atac_L06589	typ_enh	3	0	2
atac_L03877	typ_enh	1	1	3
atac_L08055	typ_enh	1	1	0
atac_L00592	typ_enh	2	0	1
atac_L32343	typ_enh	0	0	0
atac_L38047	typ_enh	0	0	0
atac_P04472	typ_enh	0	0	0
atac_L16357	typ_enh	0	0	0
atac_P06387	typ_enh	0	0	0
atac_L12599	typ_enh	1	0	1
atac_L07869	typ_enh	0	1	0
atac_L06167	typ_enh	0	0	0
atac_L16945	typ_enh	0	0	1
atac_L10402	typ_enh	1	0	1
atac_L15321	typ_enh	0	0	1
atac_L32331	typ_enh	2	0	0
atac_L39264	typ_enh	1	0	0
atac_L03266	typ_enh	1	0	0
atac_L11896	typ_enh	1	2	0
atac_L18526	typ_enh	0	0	0
atac_L39275	typ_enh	1	1	1
atac_L20466	typ_enh	0	1	1
atac_L33782	typ_enh	0	1	0
atac_L34196	typ_enh	1	1	0
atac_L27717	typ_enh	0	0	0
atac_L08897	typ_enh	0	0	1
atac_L06091	typ_enh	3	0	1
atac_L33242	typ_enh	0	0	0
atac_L12494	typ_enh	0	0	0
atac_L00677	typ_enh	2	1	1
atac_L33513	typ_enh	0	1	0
atac_P04041	typ_enh	0	0	0
atac_P02740	typ_enh	0	0	1
atac_L33558	typ_enh	1	1	0
atac_L39777	typ_enh	1	1	0
atac_L33592	typ_enh	2	1	0
atac_L07305	typ_enh	1	0	1
atac_L30947	typ_enh	0	0	0
atac_L39775	typ_enh	1	0	0
atac_L25652	typ_enh	0	0	1
atac_L23890	typ_enh	0	0	1
atac_L04468	typ_enh	0	0	2
atac_P06492	typ_enh	0	0	0
atac_L08179	typ_enh	0	0	0
atac_L29259	typ_enh	0	0	1
atac_P05447	typ_enh	1	1	0
atac_L12596	typ_enh	0	0	0
atac_L27814	typ_enh	0	0	0
atac_L07306	typ_enh	0	0	0
atac_P05535	typ_enh	0	0	1
atac_L27827	typ_enh	3	0	0
atac_L06590	typ_enh	0	0	0
atac_L27260	typ_enh	0	0	1
atac_L00753	typ_enh	0	1	0
atac_L08038	typ_enh	1	0	1
atac_P02932	typ_enh	0	0	1
atac_L04651	typ_enh	2	1	0
atac_L32601	typ_enh	3	3	1
atac_L27516	typ_enh	0	0	1
atac_L03928	typ_enh	1	1	2
atac_L10747	typ_enh	1	0	0
atac_L20615	typ_enh	1	1	0
atac_L05867	typ_enh	3	3	0
atac_L33262	typ_enh	1	2	1
atac_L24325	typ_enh	1	0	1
atac_L24649	typ_enh	4	0	0
atac_L18414	typ_enh	2	2	2
atac_L04690	typ_enh	0	0	0
atac_L12369	typ_enh	0	0	2
atac_L01068	typ_enh	0	0	0
atac_L02991	typ_enh	1	0	2
atac_P01556	typ_enh	0	0	0
atac_L10085	typ_enh	1	1	0
atac_L04406	typ_enh	2	0	1
atac_L39952	typ_enh	0	0	1
atac_L23145	typ_enh	0	0	0
atac_L20520	typ_enh	0	0	0
atac_L25008	typ_enh	0	0	0
atac_L15076	typ_enh	2	2	1
atac_L31493	typ_enh	0	0	3
atac_L04868	typ_enh	1	0	2
atac_L32405	typ_enh	2	1	0
atac_L27554	typ_enh	1	0	0
atac_L39520	typ_enh	2	0	0
atac_L25572	typ_enh	0	1	0
atac_L09957	typ_enh	2	0	0
atac_L17179	typ_enh	2	0	0
atac_L23254	typ_enh	2	1	0
atac_L32430	typ_enh	0	0	0
atac_L10684	typ_enh	1	0	0
atac_L03135	typ_enh	0	0	2
atac_L20589	typ_enh	2	0	1
atac_L00644	typ_enh	0	0	0
atac_L17106	typ_enh	1	0	1
atac_L39416	typ_enh	1	3	0
atac_L15697	typ_enh	1	0	0
atac_P01083	typ_enh	0	0	1
atac_L13856	typ_enh	0	0	0
atac_L32234	typ_enh	0	0	0
atac_L04445	typ_enh	1	0	0
atac_L29441	typ_enh	2	1	0
atac_L37424	typ_enh	3	1	1
atac_L34191	typ_enh	3	1	0
atac_L13728	typ_enh	1	0	1
atac_L06546	typ_enh	2	1	0
atac_P02395	typ_enh	0	2	0
atac_L17065	typ_enh	0	0	0
atac_L14119	typ_enh	0	0	0
atac_L34185	typ_enh	0	0	1
atac_L27955	typ_enh	0	0	2
atac_L16935	typ_enh	0	2	1
atac_L14317	typ_enh	0	0	0
atac_L31562	typ_enh	3	1	2
atac_P05667	typ_enh	0	0	1
atac_L10092	typ_enh	2	1	1
atac_L23891	typ_enh	0	0	0
atac_P05397	typ_enh	1	0	2
atac_L24036	typ_enh	1	2	2
atac_L21074	typ_enh	1	1	0
atac_L20647	typ_enh	2	0	0
atac_P01631	typ_enh	0	0	1
atac_P00426	typ_enh	0	0	0
atac_L28677	typ_enh	2	0	0
atac_L22224	typ_enh	1	0	1
atac_L07368	typ_enh	0	0	2
atac_L27949	typ_enh	1	0	1
atac_L10476	typ_enh	0	0	1
atac_P05885	typ_enh	1	1	0
atac_L12121	typ_enh	0	0	1
atac_L20515	typ_enh	2	0	1
atac_L14972	typ_enh	2	0	0
atac_L21691	typ_enh	0	0	0
atac_L20167	typ_enh	0	0	0
atac_L26456	typ_enh	0	0	0
atac_L38169	typ_enh	0	0	1
atac_L35961	typ_enh	0	0	1
atac_L31206	typ_enh	2	0	1
atac_L39773	typ_enh	0	0	0
atac_P05996	typ_enh	0	0	0
atac_L08046	typ_enh	0	0	1
atac_L14074	typ_enh	1	0	0
atac_L22476	typ_enh	0	0	0
atac_L24319	typ_enh	0	1	1
atac_L15525	typ_enh	0	0	2
atac_P03651	typ_enh	2	0	2
atac_L29383	typ_enh	2	0	0
atac_L20465	typ_enh	0	1	2
atac_L29365	typ_enh	1	0	0
atac_L32903	typ_enh	1	0	1
atac_L27318	typ_enh	0	0	0
atac_P06062	typ_enh	1	0	0
atac_L02466	typ_enh	2	0	0
atac_P00349	typ_enh	1	2	1
atac_L39013	typ_enh	0	0	0
atac_L02495	typ_enh	0	0	0
atac_L27982	typ_enh	1	0	0
atac_L07271	typ_enh	0	0	0
atac_P01888	typ_enh	0	0	0
atac_P05890	typ_enh	1	0	0
atac_P01403	typ_enh	0	0	2
atac_L25726	typ_enh	1	0	1
atac_L06626	typ_enh	1	4	0
atac_L32059	typ_enh	1	2	1
atac_L03115	typ_enh	1	0	1
atac_L39935	typ_enh	1	0	1
atac_L04404	typ_enh	0	1	0
atac_P03867	typ_enh	0	0	0
atac_L04407	typ_enh	2	2	0
atac_L26064	typ_enh	2	0	0
atac_L23466	typ_enh	0	0	1
atac_L07708	typ_enh	0	0	0
atac_L28038	typ_enh	0	1	1
atac_L14752	typ_enh	1	0	1
atac_L07065	typ_enh	1	0	0
atac_L06302	typ_enh	1	1	0
atac_L05773	typ_enh	0	0	0
atac_P04012	typ_enh	0	0	0
atac_L16539	typ_enh	0	0	0
atac_L12746	typ_enh	2	1	0
atac_L30998	typ_enh	1	0	0
atac_L27722	typ_enh	1	0	1
atac_L03434	typ_enh	0	0	0
atac_L29100	typ_enh	0	0	0
atac_P00686	typ_enh	0	0	0
atac_P00105	typ_enh	0	0	1
atac_L10637	typ_enh	0	0	1
atac_L29282	typ_enh	1	0	1
atac_L02155	typ_enh	2	0	1
