chr	start	end	name	category	strand	gene	tx_anno	clickit_sense_left	dome_sense_left	x50e_sense_left	shield_sense_left	x75e_sense_left	clickit_anti_left	dome_anti_left	x50e_anti_left	shield_anti_left	x75e_anti_left	clickit_sense_left2	dome_sense_left2	x50e_sense_left2	shield_sense_left2	x75e_sense_left2	clickit_anti_left2	dome_anti_left2	x50e_anti_left2	shield_anti_left2	x75e_anti_left2	clickit_sense_right	dome_sense_right	x50e_sense_right	shield_sense_right	x75e_sense_right	clickit_anti_right	dome_anti_right	x50e_anti_right	shield_anti_right	x75e_anti_right	clickit_sense_right2	dome_sense_right2	x50e_sense_right2	shield_sense_right2	x75e_sense_right2	clickit_anti_right2	dome_anti_right2	x50e_anti_right2	shield_anti_right2	x75e_anti_right2	exonic_plus_left	exonic_minus_left	exonic_plus_right	exonic_minus_right
chr1	3260995	3260996	atac_P00023	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	.	.	.	.
chr1	3295261	3295262	atac_L00135	prom_umms	-	TCONS_00003027	minimal	0	0	0	0	0	0.52	0	0.53	0	0	0	0	0	0	0	0.87	0	0.53	0	0	0	0	0	0	0	0.35	0	0.36	0	0	0	0	0	0	0	0.17	0	0	0	0	.	X	.	X
chr1	3298656	3298657	atac_L00136	prox	.	.	overlap_minus	1.01	0	0	0	0	9.52	7.54	1.05	0	0	1.01	0	0	0	0	9.93	10.55	1.05	0.16	0	0.41	0	0	0	0	3.65	1.51	0.35	0	0	0	0	0	0	0	4.86	4.52	0.52	0	0	.	.	.	.
chr1	3299229	3299230	atac_L00137	prox	.	.	overlap_minus	0	0	0	0	0	4.46	0.53	0.41	0	0	0	0	0	0	0	4.93	0.71	0.61	0	0	0	0	0	0	0	3.66	0.89	0.41	0	0	0	0.18	0	0	0	3.66	1.24	0.61	0	0	.	.	.	.
chr1	3299437	3299438	atac_L00138	prox	.	.	overlap_minus	0	0.35	0	0	0	24.12	1.05	0.48	0	0	0	0.17	0	0	0	33.16	1.39	0.48	0	0	0	0.17	0.16	0	0	39.19	0.7	0.64	0	0	0	0.17	0.16	0	0	43.71	0.17	0.48	0	0	.	.	.	.
chr1	3299881	3299882	atac_L00139	prox	.	.	tss_minus	0.18	0	1.51	0	0	0.36	0.41	0	0	0	0	0	0	0	0	6.4	1.22	3.01	0	0	0.18	0	1.51	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3305893	3305894	atac_L00140	dist	.	.	overlap_minus	0	0	0	0	0	0	0	0	0	6.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52	0	0	0	0	0	0	0	0	0	0	.	X	.	X
chr1	3308485	3308486	atac_L00141	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.35	0	0	.	.	.	.
chr1	3330464	3330465	atac_L00142	prom_ens	-	ENSDART00000194988	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3330698	3330699	atac_L00143	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3353176	3353177	atac_P00024	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3378388	3378389	atac_L00144	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3414872	3414873	atac_L00145	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3448199	3448200	atac_L00146	dist	.	.	tss_plus	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0.16	1.96	0.61	6.03	0.52	0	0	0	0	0	0.32	2.31	0.61	12.06	0.7	0	0	0.2	0	0	.	.	.	.
chr1	3457490	3457491	atac_L00147	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3510527	3510528	atac_L00148	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3516466	3516467	atac_L00149	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3529473	3529474	atac_L00150	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3625586	3625587	atac_L00151	dist	.	.	minimal	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	.	.	.	.
chr1	3647531	3647532	atac_L00152	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3648067	3648068	atac_L00153	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3673099	3673100	atac_L00154	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3718651	3718652	atac_L00155	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	3760046	3760047	atac_L00156	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	X	.	.	.
chr1	3895374	3895375	atac_L00157	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4015182	4015183	atac_L00158	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0.35	0	0	0	0	0	0	0.18	0	0	0.35	0	.	.	.	.
chr1	4042018	4042019	atac_L00159	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4101375	4101376	atac_L00160	prom_cage	+	ENSDART00000163793	minimal	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	.	.	.	.
chr1	4278026	4278027	atac_L00161	dist	.	.	minimal	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	.	.	.	.
chr1	4345283	4345284	atac_L00162	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4406924	4406925	atac_L00163	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4416868	4416869	atac_L00164	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4586447	4586448	atac_L00165	dist	.	.	overlap_plus	0.81	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	1.22	0	0	0	0	0.2	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4598311	4598312	atac_L00166	prox	.	.	minimal	0	0.71	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	X	.	.	.
chr1	4637973	4637974	atac_L00167	dist	.	.	minimal	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	.	.	.	.
chr1	4669906	4669907	atac_L00168	dist	.	.	minimal	0	0.41	0	0.17	0	0	0	0	0	0	0	0.41	0	0.17	0	0	0	0	0	0	0	0.41	0	0.17	0	0	0	0	0	0	0	0.41	0	0.17	0	0	0	0	0	0	.	.	.	.
chr1	4728306	4728307	atac_L00169	dist	.	.	minimal	0	0.32	0	0	0	0.17	0	0	0	0	0	0.32	0	0	0	0.17	0	0	0	0	0	0.32	0	0	0	0.17	0	0	0	0	0	0.32	0	0	0	0.17	0	0	0	0	.	.	.	.
chr1	4799594	4799595	atac_L00170	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51	0.17	0	0	0	0	0	0	0	.	.	.	.
chr1	4835354	4835355	atac_L00171	dist	.	.	minimal	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	.	.	.	.
chr1	4860011	4860012	atac_L00172	dist	.	.	overlap_minus	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	.	.	.	.
chr1	4865614	4865615	atac_L00173	dist	.	.	minimal	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	.	.	.	.
chr1	5013985	5013986	atac_L00174	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5019606	5019607	atac_L00175	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5046976	5046977	atac_L00176	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5074364	5074365	atac_L00177	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5168054	5168055	atac_L00178	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	.	.	.	.
chr1	5196737	5196738	atac_L00179	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5228724	5228725	atac_L00180	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0.18	0	0	0	0	0	.	.	.	.
chr1	5236921	5236922	atac_P00025	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5238695	5238696	atac_P00026	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5244603	5244604	atac_L00181	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5268714	5268715	atac_L00182	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5273248	5273249	atac_L00183	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.17	0	0	0.2	0	0	0	0	.	.	.	.
chr1	5273451	5273452	atac_L00184	prom_umms	+	TCONS_00000211	tss_plus	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0.32	10.85	17.02	111.54	10.98	0	0	0	0	0	1.43	26.85	53.29	339.15	43.56	0	0	0	0	0	.	.	X	.
chr1	5274567	5274568	atac_L00185	prox	.	.	overlap_plus	7.54	11.32	20.68	20.09	23.3	0	0	0	0	0	7.54	11.5	20.37	19.56	23.1	0	0	0	0	0	9.04	11.32	20.21	19.74	23.51	0	0	0	0	0	6.03	11.5	19.73	19.2	23.71	0	0	0	0	0	.	.	.	.
chr1	5276088	5276089	atac_P00027	prox	.	.	overlap_plus	2.13	35.06	633.08	50.53	55.53	0	0	0	0	0	1.78	28.17	512.5	30.32	44.55	0	0	0	0	0	1.96	34.04	624.04	52.79	52.35	0	0	0	0	0	2.13	32.62	501.94	54.53	49.17	0	0	0	0	0	X	.	X	.
chr1	5279119	5279120	atac_L00186	dist	.	.	overlap_plus	1.22	0.32	0	0.2	3.01	0	0	0	0	0	2.96	0.16	0.18	0.2	3.01	0	0	0	0	0	0.87	0.16	0.18	0.2	1.51	0	0	0	0	0	1.39	0	0.53	0.41	1.51	0	0	0	0	0	.	.	.	.
chr1	5281832	5281833	atac_L00187	dist	.	.	overlap_plus	2.43	0	0	0	0.18	0	0	0	0	0	1.01	0	0	0.32	0.18	0	0	0	0	0	1.62	4.52	0	0	0.18	0	0	0	0	0	2.23	3.01	0	0	0.18	0	0	0	0	0	.	.	.	.
chr1	5297033	5297034	atac_P00028	dist	.	.	minimal	0.8	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0.48	0	0	0	0.17	0	0	0	0	0	0.16	0	0	0	0.17	0	0	0	0	0	.	.	.	.
chr1	5312795	5312796	atac_P00029	dist	.	.	minimal	0	0	0.16	0	0.41	0	0	0	0	0	0	0	0.16	0	0.2	1.51	0	0	0	0	0	0	0.16	0	0.41	0	0	0	0	0	0	0	0.16	0	0.61	0	0	0	0	0	.	.	.	.
chr1	5315314	5315315	atac_L00188	dist	.	.	minimal	0.36	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0.36	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	.	.	.	.
chr1	5342975	5342976	atac_P00030	dist	.	.	overlap_plus	0	0	0	0	1.51	0.35	0	0	0	1.51	0	0	0	0	1.51	0.35	0	0	0	0	0	0	0	0	3.01	0.35	0	0	0	3.01	0	0	0	0	3.01	0.35	0	0.18	0	3.01	.	.	.	.
chr1	5349768	5349769	atac_P00031	dist	.	.	overlap_minus	0	0	0	0	0	0.41	1.51	0	0.16	0.18	0	0	0	0	0.18	0.41	1.51	0	0.16	0.18	0	0	0	0	0	0.2	1.51	0	0.16	0.18	0	0	0	0	0	0	1.51	0	0.16	0.18	.	.	.	.
chr1	5394752	5394753	atac_L00189	prom_cage	-	ENSDART00000103724	tss_minus	0	0	0	0	0	0.16	3.38	7.29	45.22	12.72	0	0	0	0	0	0.16	3.73	10.54	58.79	16.2	0	0	0	0	0	0	0.18	0.2	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	.
chr1	5402525	5402526	atac_L00190	prom_cage	+	ENSDART00000040204	tss_plus	0	0.17	0.32	0	0.61	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	1.51	2.44	3.98	3.38	20.06	0	0	0	0	0	1.51	4.7	7.64	9.25	60.99	0	0	0	0	0	.	.	X	.
chr1	5408107	5408108	atac_L00191	dist	.	.	overlap_plus	0.18	3.65	51.25	7.32	36.12	0	0	0	0	0	0.36	3.65	51.25	7.32	36.12	0	0	0	0	0	0.36	3.65	51.25	7.32	36.6	0	0	0	0	0	0.36	3.65	51.25	7.32	36.44	0	0	0	0	0	.	.	.	.
chr1	5410582	5410583	atac_P00032	dist	.	.	overlap_plus	0.35	2.86	6.05	8.51	342.17	0	0	0	0	0	0	2.86	6.05	8.51	342.17	0	0	0	0	0	0.52	2.86	6.05	8.51	342.17	0	0	0	0	0	0.35	2.86	6.05	8.51	342.17	0	0	0	0	0	.	.	.	.
chr1	5436571	5436572	atac_L00192	prox	.	.	overlap_plus	0	12.06	2.61	4.77	6.4	0	0	0	0	0	0	22.61	4.36	5.73	9.07	0	0	0	0	0	0.2	40.7	2.26	5.73	6.58	0	0	0	0	0	0.2	48.23	2.61	7.16	8.36	0	0	0	0	0	.	.	.	.
chr1	5455086	5455087	atac_L00193	prox	.	.	overlap_minus	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0.16	0	0.2	0	0.17	0	0	0	0	0	0.16	0	0.2	1.51	0.17	.	X	.	X
chr1	5455774	5455775	atac_L00194	prox	.	.	overlap_plus	0	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	.
chr1	5457975	5457976	atac_L00195	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5465790	5465791	atac_P00033	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5478173	5478174	atac_L00196	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5484758	5484759	atac_P00034	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5529480	5529481	atac_P00035	dist	.	.	overlap_minus	0	0	0	0	0	0	0	0	0.18	1.42	0	0	0	0	0	0	0	0	0.18	1.42	0	0	0	0	0	0	0	0	0.18	1.42	0	0	0	0	0	0	0	0	0.18	1.42	.	.	.	.
chr1	5537709	5537710	atac_P00036	dist	.	.	overlap_minus	0	0	0	0	0	0	0	0	0.17	0.8	0.36	0	0	0	0	0	0	1.51	0.17	3.98	0	0	0	0	0	0	0	0	0.17	0.8	0	0	0	0	0	0	0	0	0.17	0.8	.	X	.	.
chr1	5543078	5543079	atac_L00197	prom_cage	-	ENSDART00000103755	minimal	0	0	0	0	0	0	0	0	0	25.62	0	0	0	0	0	0	0	0	0.2	39.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	.
chr1	5576815	5576816	atac_P00037	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5606175	5606176	atac_P00038	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5664150	5664151	atac_L00198	dist	.	.	overlap_plus	1.51	0	0	0	0	0	0.17	0	0	0.41	1.51	0	0	0	0	0	0.17	0.16	0	0.41	1.51	0	0	0	0	0	0	0	0	0.41	1.51	0	0	0	0	0	0	0	0	0.41	.	.	.	.
chr1	5705053	5705054	atac_L00199	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0.48	.	.	.	.
chr1	5714951	5714952	atac_L00200	dist	.	.	overlap_minus	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	.	.	.	.
chr1	5746025	5746026	atac_L00201	prom_ens	-	ENSDART00000150863	minimal	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	.	X	.	.
chr1	5763830	5763831	atac_L00202	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr1	5766190	5766191	atac_L00203	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.2	.	.	.	.
chr1	5804544	5804545	atac_L00204	dist	.	.	overlap_minus	0	0	0	0	0	0	22.7	99.48	5.58	4.14	0	0	0	0	0	0	22.7	99.48	5.58	4.14	0	0	0	0	0	0	22.7	99.48	5.58	4.14	0	0	0	0	0	0	22.7	99.48	5.58	4.14	.	.	.	.
chr1	5813061	5813062	atac_L00205	dist	.	.	overlap_minus	0	0	0	0	0	0	17.82	11.74	6.48	40.7	0	0	0	0	0	0	17.82	11.74	6.48	42.21	0	0	0	0	0	0	17.82	11.74	6.48	39.19	0	0	0	0	0	0	17.82	11.74	6.48	39.19	.	.	.	.
chr1	5814830	5814831	atac_L00206	dist	.	.	overlap_minus	0	0	0	0	0	0	168.82	11.5	5.09	4.62	0	0	0	0	0	0	168.82	11.5	5.09	4.62	0	0	0	0	0	0	168.82	11.5	5.09	4.62	0	0	0	0	0	0	168.82	11.5	5.09	4.62	.	.	.	.
chr1	5853427	5853428	atac_L00207	dist	.	.	overlap_minus	0	0	0	0	0	0.32	40.01	34.45	147.72	6.97	0	0	0	0	0	0.16	32.89	27.36	117.57	5.92	0	0	0	0	0	0.32	36.63	34.45	135.66	5.58	0	0	0	0	0	0.32	35.21	33.44	131.14	4.18	.	X	.	X
chr1	5866234	5866235	atac_L00208	dist	.	.	overlap_minus	0	0	0	0	0	13.57	22.13	15.43	8.36	5.47	0	0	0	0	0	12.06	22.13	15.43	8.36	5.47	0	0	0	0	0	13.57	22.13	15.43	8.36	5.47	0	0	0	0	0	10.55	22.13	15.43	8.36	5.47	.	.	.	.
chr1	5924144	5924145	atac_P00039	dist	.	.	overlap_minus	0	0	0	0	0	0.18	19.25	108.53	5.92	2.39	0	0	0	0	0	0.18	19.25	105.51	6.45	3.18	0	0	0	0	0	0.18	19.45	111.54	6.97	2.7	0	0	0	0	0	0.18	19.45	113.05	6.97	2.86	.	.	.	.
chr1	5934409	5934410	atac_P00040	dist	.	.	overlap_minus	0	0	0	0	0	0	12.73	7.82	5.88	33.16	0	0	0	0	0	0	12.73	7.82	5.88	33.16	0	0	0	0	0	0	12.73	7.82	5.88	33.16	0	0	0	0	0	0	12.73	7.82	5.88	33.16	.	.	.	.
chr1	5963240	5963241	atac_L00209	dist	.	.	overlap_minus	0	0	0	0	0	1.01	266.8	21.78	8.43	9.96	0	0	0	0	0	1.01	233.64	19.86	8.27	7.29	0	0	0	0	0	0.2	265.29	26.83	10.5	11.74	0	0	0	0	0	0	269.81	25.61	10.98	9.42	.	X	.	X
chr1	5966120	5966121	atac_L00210	dist	.	.	overlap_minus	0	0	0	0	0	0	13.51	11.15	43.71	3.31	0	0	0	0	0	0	13.51	11.15	43.71	3.31	0	0	0	0	0	0	13.69	11.15	43.71	3.31	0	0	0	0	0	0	13.87	11.15	43.71	3.31	.	.	.	.
chr1	5966456	5966457	atac_L00211	dist	.	.	overlap_minus	0	0	0	0	0	4.52	22.13	13.05	6.93	6.08	0	0	0	0	0	0	13.42	8.75	5.16	3.85	0	0	0	0	0	4.52	23.35	11.14	7.11	5.07	0	0	0	0	0	0	12.54	6.05	4.62	3.04	.	.	.	X
chr1	5966967	5966968	atac_L00212	dist	.	.	overlap_minus	0	0	0	0	0	0	13.98	57.28	4.53	2.23	0	0	0	0	0	0	13.98	57.28	4.53	2.23	0	0	0	0	0	0	13.98	57.28	4.53	2.23	0	0.2	0	0	0	0	13.98	57.28	4.53	2.23	.	.	.	.
chr1	5982454	5982455	atac_L00213	prox	.	.	overlap_minus	0	0	0	0	0	0	14.32	13.16	5.47	13.57	0	0	0	0	0	0	8.27	8.89	3.44	7.54	0	0	0	0	0	0	14.8	15.29	6.08	16.58	0	0	0	0	0	0	10.66	9.42	4.46	13.57	.	X	.	X
chr1	5991072	5991073	atac_L00214	dist	.	.	overlap_minus	0	0	0	0	0	0	125.11	11.67	4.61	2.49	0	0	0	0	0	0	79.89	8.01	3.18	1.96	0	0	0	0	0	0	168.82	13.94	5.57	2.13	0	0	0	0	0	0	146.21	10.8	4.93	1.24	.	X	.	X
chr1	6037348	6037349	atac_P00041	dist	.	.	overlap_minus	0	0	0	0	0	0	8.18	5.67	13.57	0.17	0	0	0	0	0	0	8.18	5.67	13.57	0.17	0	0	0	0	0	0	8.18	5.67	13.57	0.17	0	0	0	0	0	0	8.36	5.67	13.57	0.17	.	.	.	.
chr1	6040649	6040650	atac_P00042	dist	.	.	overlap_minus	0	0	0	0	0	0	8.01	4.46	1.6	0.2	0	0	0	0	0	0	8.01	4.46	1.6	0.2	0	0	0	0	0	0	8.01	4.46	1.6	0.2	0	0	0	0	0	0	8.01	4.46	1.6	0.2	.	.	.	.
chr1	6043349	6043350	atac_P00043	dist	.	.	overlap_minus	0	0	0	0	0	0.18	9.32	42.21	1.57	0.16	0	0	0	0	0	0	9.32	42.21	1.57	0.16	0	0	0	0	0	0	9.32	42.21	1.57	0.16	0	0	0	0	0	0	9.32	42.21	1.57	0.16	.	.	.	.
