chr	start	end	name	category	strand	gene	1k_k4me1_1_center	1k_k4me1_2_center	1k_k4me1_3_center	1k_k4me1_4_center	1k_k4me2_1_center	1k_k4me3_1_center	1k_k9ac_1_center	1k_k9ac_2_center	1k_k27ac_1_center	1k_k27ac_2_center	1k_k56ac_1_center	1k_k64ac_1_center	1k_k64ac_2_center	1k_k122ac_1_center	1k_h4k16ac_1_center	1k_h4k16ac_2_center	1k_igg_1_center	1k_igg_2_center	shield_k4me1_1_center	shield_k4me1_2_center	shield_k4me2_1_center	shield_k4me2_2_center	shield_k4me3_1_center	shield_k4me3_2_center	shield_k4me3_3_center	shield_igg_1_center	shield_igg_2_center	1k_k4me1_1_left	1k_k4me1_2_left	1k_k4me1_3_left	1k_k4me1_4_left	1k_k4me2_1_left	1k_k4me3_1_left	1k_k9ac_1_left	1k_k9ac_2_left	1k_k27ac_1_left	1k_k27ac_2_left	1k_k56ac_1_left	1k_k64ac_1_left	1k_k64ac_2_left	1k_k122ac_1_left	1k_h4k16ac_1_left	1k_h4k16ac_2_left	1k_igg_1_left	1k_igg_2_left	shield_k4me1_1_left	shield_k4me1_2_left	shield_k4me2_1_left	shield_k4me2_2_left	shield_k4me3_1_left	shield_k4me3_2_left	shield_k4me3_3_left	shield_igg_1_left	shield_igg_2_left	1k_k4me1_1_right	1k_k4me1_2_right	1k_k4me1_3_right	1k_k4me1_4_right	1k_k4me2_1_right	1k_k4me3_1_right	1k_k9ac_1_right	1k_k9ac_2_right	1k_k27ac_1_right	1k_k27ac_2_right	1k_k56ac_1_right	1k_k64ac_1_right	1k_k64ac_2_right	1k_k122ac_1_right	1k_h4k16ac_1_right	1k_h4k16ac_2_right	1k_igg_1_right	1k_igg_2_right	shield_k4me1_1_right	shield_k4me1_2_right	shield_k4me2_1_right	shield_k4me2_2_right	shield_k4me3_1_right	shield_k4me3_2_right	shield_k4me3_3_right	shield_igg_1_right	shield_igg_2_right
chr2	47402636	47402790	atac_L17398	dist	.	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	4	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	3	1	0
chr2	47409290	47409392	atac_L17399	dist	.	.	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	6	1	0	0	0	0	3	1	2	0	1	1	0	0	0	1	2	0	1	0	1	0	1	1	3	4	0	7	1	0	1	0	1	0	2	0	0	1	0	0	1	0	0	2	0	1
chr2	47421954	47422030	atac_L17400	dist	.	.	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	4	1	0	0	3	2	1	6	1	0	3	1	0	1	2	0	0	4	2	0	1	0	0	2	1	2	0	0	0	1	1	0	0	1	6	2	0	2	0	1	4	1	0	0	2	2	0	0	0	0	1	1	0
chr2	47424691	47424792	atac_L17401	dist	.	.	0	0	0	0	1	0	0	1	4	0	0	0	0	1	1	0	0	0	3	3	0	0	0	0	1	0	0	1	0	0	0	1	3	5	0	4	0	1	1	0	1	3	3	1	0	3	3	0	0	0	1	1	0	0	1	1	0	0	2	0	2	0	5	1	0	0	0	2	4	1	0	1	6	7	0	0	0	0	4	0	1
chr2	47424940	47425052	atac_L17402	dist	.	.	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	2	3	0	0	0	0	2	0	0	0	1	0	0	1	3	3	1	7	0	0	0	0	2	3	1	0	0	5	6	0	0	0	1	2	0	0	1	0	0	0	3	0	2	0	4	1	0	0	0	1	2	1	0	1	6	3	0	0	0	0	2	0	1
chr2	47426674	47426902	atac_L17403	dist	.	.	0	3	0	0	1	1	1	0	5	0	0	2	1	0	1	1	0	0	3	6	0	0	0	0	0	1	2	0	1	0	0	2	0	4	0	12	1	0	5	0	1	3	1	0	0	5	6	0	0	0	0	1	0	0	0	5	0	0	0	2	2	0	7	3	0	3	1	0	6	2	1	0	5	2	0	0	0	0	1	0	1
chr2	47430017	47430130	atac_L17404	prox	.	.	1	1	0	0	0	0	1	0	4	0	0	1	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	2	0	1	0	8	0	0	4	0	0	2	1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	1	2	0	15	0	0	5	1	0	8	2	4	0	3	4	0	1	0	0	0	0	1
chr2	47431256	47431359	atac_L17405	prom_refpred	-	XM_017357647.2	1	2	0	0	0	0	1	0	2	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	1	0	3	1	2	0	10	1	1	5	1	0	0	2	0	0	1	5	0	1	0	0	0	1	0	1	0	0	0	1	1	4	1	13	0	0	5	3	0	2	1	0	0	5	9	0	1	0	0	0	1	0
chr2	47431707	47432217	atac_P03366	prox	.	.	0	1	0	0	1	2	2	0	11	1	1	9	0	0	2	1	0	0	5	9	0	1	0	0	0	1	0	3	4	0	0	0	0	3	1	14	0	1	5	3	0	2	2	0	0	5	8	0	0	0	0	0	0	0	0	1	0	0	1	1	4	0	4	2	1	1	2	0	2	0	0	1	3	4	0	0	0	0	2	0	0
chr2	47432640	47432780	atac_L17406	prox	.	.	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	1	1	4	0	4	1	1	2	2	0	2	0	0	1	5	5	0	0	0	0	2	0	0	0	1	0	1	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	3	1	0	0	1	1	0	0
chr2	47436341	47436457	atac_L17407	dist	.	.	1	3	0	0	0	0	2	0	5	0	0	0	2	0	0	2	0	0	3	2	0	0	0	0	1	2	0	1	2	0	1	1	0	2	5	18	1	0	6	0	1	6	1	2	1	7	9	1	1	0	0	3	2	3	1	1	0	2	0	1	3	0	8	0	0	2	1	0	2	2	1	0	4	2	0	0	1	0	1	0	0
chr2	47436965	47437365	atac_L17408	dist	.	.	0	1	0	0	2	3	2	0	18	1	0	3	0	0	4	0	3	0	6	3	0	0	0	0	2	1	0	1	1	0	2	0	1	3	0	8	0	0	2	1	0	3	2	1	0	3	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	3	1	1
chr2	47454453	47455068	atac_P03367	dist	.	.	0	3	0	1	1	0	4	0	7	0	0	2	0	1	4	1	1	0	1	2	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	3	1	0	0	2	3	0	0	0	0	3	0	1	0	2	0	0	0	2	0	0	2	1	0	0	0	0	4	2	2	0	0	0	1	0	0	0	2	0	1
chr2	47469235	47469448	atac_P03368	dist	.	.	0	0	0	0	0	1	1	1	6	1	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	3	1	15	4	0	3	2	0	2	1	0	0	1	3	0	0	1	0	1	1	0	1	1	0	0	0	2	2	1	16	1	0	1	2	1	4	1	0	0	3	3	1	0	0	0	1	0	2
chr2	47471842	47471994	atac_L17409	prom_cage	+	ENSDART00000141974	0	2	0	1	0	1	3	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	1	7	3	0	1	0	0	5	0	0	0	4	1	0	3	1	0	1	1	0	3	8	0	1	1	1	9	2	25	2	1	4	0	1	6	0	1	0	12	4	3	13	0	0	2	2	0
chr2	47472351	47472446	atac_L17410	prox	.	.	2	2	0	0	0	0	2	0	7	1	0	0	0	1	3	0	0	0	5	2	1	1	0	0	0	0	0	1	7	0	1	1	2	9	2	19	2	1	3	0	0	5	0	1	0	7	3	3	12	0	0	2	0	0	1	6	0	0	1	0	7	0	15	3	0	2	0	2	8	1	1	1	10	6	0	5	0	0	3	2	0
chr2	47476330	47476540	atac_L17411	dist	.	.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	1	0	1	0	0	1	2	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
chr2	47542818	47542960	atac_L17412	dist	.	.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	47543273	47543375	atac_L17413	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	47543654	47543752	atac_L17414	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	47581951	47582082	atac_L17415	prom_ens	+	ENSDART00000112579	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	2	1	3	0	0	0	1	0	6	0	0	0	1	0	1	1	0	0	1	0	2
chr2	47589806	47589905	atac_L17416	dist	.	.	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0
chr2	47620768	47620938	atac_L17417	prom_cage	-	ENSDART00000038228	1	3	0	0	2	1	2	0	1	0	0	1	1	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	4	0	0	2	2	2	0	7	0	0	2	1	0	3	0	1	0	1	6	1	0	0	0	2	0	1	2	2	0	0	2	2	2	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
chr2	47633623	47633798	atac_L17418	dist	.	.	0	0	0	0	0	0	1	0	5	0	0	0	1	0	2	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	2	0	0	3	0	6	0	0	0	2	0	2	0	0	0	1	2	0	0	0	0	1	1	1	1	0	0	0	0	0	4	0	5	2	2	2	1	0	0	3	1	1	0	3	0	0	0	0	1	0	0
chr2	47681344	47681586	atac_L17419	prom_cage	-	ENSDART00000056882	3	6	0	0	0	0	2	0	7	2	0	2	0	0	3	1	1	0	2	4	1	0	1	0	1	0	0	3	12	1	0	4	1	11	0	29	5	0	4	1	0	4	0	2	0	1	2	5	8	1	1	7	0	1	2	1	0	1	0	1	1	1	10	1	2	3	0	0	3	1	1	0	2	8	7	11	0	0	1	0	0
chr2	47739595	47739953	atac_P03369	prom_umms	+	TCONS_00051787	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	2	1	0	0	6	0	0	1	0	0	2	0	2	0	3	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	6	0	1	0	2	1	0	1	0	0	2	0	2
chr2	47740251	47740598	atac_P03370	prom_umms	+	TCONS_00051790	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	4	1	0	0	2	0	0	1	0	0	1	0	2	1	3	0	0	2	0	3	0	6	0	0	1	1	0	2	1	1	0	1	2	0	1	1	0	1	1	1
chr2	47784953	47785200	atac_P03371	prom_umms	+	TCONS_00051796	0	0	0	0	0	1	0	1	4	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	4	0	2	4	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	2	1	1	0	4	2	0	0	0	0	1	2	2	1	0	1	0	0	1	0	0	0	1
chr2	47805069	47805390	atac_L17420	dist	.	.	0	0	0	0	1	1	4	0	5	0	1	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	1	2	1	0	1	1	4	0	1	0	0	1	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	8	1	0	2	1	1	5	2	0	1	3	1	0	0	0	1	2	0	0
chr2	47860512	47860591	atac_L17421	prox	.	.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	3	1	0	0	0	0	3	1	0	0	1	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
chr2	47923788	47923875	atac_L17422	prom_cage	-	ENSDART00000056306	2	1	0	0	0	0	2	0	6	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	4	1	23	2	1	1	3	0	4	4	1	0	4	1	5	16	0	1	2	1	2	2	3	0	0	1	0	3	1	11	2	0	3	3	0	7	2	1	1	3	0	0	0	0	0	0	0	0
chr2	47926725	47926802	atac_L17423	prom_umms	+	TCONS_00051804	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	1	1	1	0	1	2	1	2	0	0	1	0	0	0	0	0	0	0	1	9	2	31	5	1	3	2	0	5	2	1	0	6	6	2	4	0	0	2	0	0
chr2	47955739	47956052	atac_P03372	prox	.	.	3	7	0	0	1	1	2	0	12	1	0	0	0	0	2	1	0	0	6	8	2	2	1	0	1	0	1	1	3	0	0	2	1	4	1	14	4	0	2	0	0	4	0	0	0	4	4	2	2	0	0	3	0	0	1	8	0	1	0	0	6	0	12	0	0	3	0	0	1	2	0	0	4	6	1	3	0	0	1	0	2
chr2	47956394	47956498	atac_L17424	prox	.	.	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	10	0	1	1	1	6	0	14	1	0	1	0	0	2	3	0	0	6	11	1	4	1	0	2	0	1	1	5	0	0	3	0	4	0	17	1	0	7	2	0	3	1	1	1	11	9	1	0	0	0	1	0	1
chr2	47957414	47957520	atac_L17425	prox	.	.	0	3	0	0	1	0	0	1	7	0	0	1	1	0	1	3	0	1	1	2	0	0	0	0	1	0	0	2	5	0	0	3	1	2	0	12	1	0	3	2	0	4	2	1	1	6	5	3	0	0	0	5	0	0	0	10	0	1	0	0	7	2	31	2	0	6	4	0	8	2	0	0	11	17	2	2	0	0	1	0	1
chr2	47957693	47957782	atac_L17426	prox	.	.	0	2	0	0	0	0	2	1	4	1	0	1	0	0	5	0	0	0	1	4	0	0	0	0	0	0	1	2	9	0	1	2	1	6	1	21	1	0	4	3	0	9	3	0	1	10	16	3	1	0	0	5	0	1	0	7	0	0	1	1	4	2	25	3	0	5	2	0	3	4	0	0	6	7	0	1	0	0	1	1	2
chr2	47958755	47958945	atac_L17427	prox	.	.	0	1	0	0	0	0	3	1	9	2	0	1	1	0	5	2	0	0	3	3	0	0	0	0	1	0	0	1	7	0	0	1	2	4	0	18	1	0	4	4	0	6	1	0	1	7	2	0	0	0	0	3	1	1	0	0	0	0	0	1	2	0	7	1	0	1	0	0	3	2	0	0	4	8	0	1	0	0	0	1	0
chr2	47961347	47961422	atac_L17428	dist	.	.	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	1	0	1	3	0	9	3	0	1	1	0	2	1	1	0	7	6	1	0	0	0	0	0	0	1	2	0	0	1	0	3	0	5	2	0	0	0	0	2	2	0	0	7	0	0	0	0	0	3	0	2
chr2	47969613	47969766	atac_L17429	dist	.	.	0	0	0	0	2	2	2	0	12	0	2	2	0	1	2	1	0	0	8	6	1	0	0	0	1	0	0	0	0	0	0	2	2	3	0	12	1	1	1	1	1	4	3	2	0	16	17	2	0	0	1	1	0	0	0	1	0	0	1	0	4	0	6	0	1	5	0	0	2	1	0	0	4	4	0	0	0	0	1	0	0
chr2	47976692	47976955	atac_L17430	dist	.	.	1	1	0	0	0	1	3	0	6	1	0	2	0	0	3	3	2	0	3	4	0	2	0	0	0	0	0	0	2	0	0	1	1	3	0	8	2	2	2	1	0	3	2	0	0	4	4	0	1	0	0	1	1	0	0	0	0	1	2	3	3	0	6	1	0	4	0	0	6	1	0	0	4	5	0	1	0	0	1	0	0
chr2	48024106	48024180	atac_L17431	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
chr2	48024401	48024501	atac_L17432	dist	.	.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
chr2	48059372	48059490	atac_L17433	dist	.	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	4	4	3	2	0	0	1	0	0	0	1	0	0	0	0	4	0	4	1	0	2	1	0	1	0	0	0	2	2	0	3	0	0	1	0	0
chr2	48067240	48067326	atac_L17434	dist	.	.	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	2	1	1	4	0	0	0	0	0	5	0	0	0	1	2	0	0	1	0	3	1	1	0	1	0	0	1	1	1	1	2	0	0	2	2	0	3	0	0	0	2	1	0	1	0	0	1	0	2
chr2	48073988	48074258	atac_L17435	prom_ens	+	ENSDART00000056291	0	1	0	0	1	0	4	0	7	1	0	1	1	0	2	0	0	0	3	2	1	4	0	0	1	0	0	1	1	0	0	0	2	2	1	5	0	0	1	0	0	3	0	0	1	0	2	0	0	0	0	1	0	0	2	4	0	1	2	0	4	1	13	2	0	5	2	1	3	4	2	0	3	7	1	12	0	1	1	0	0
chr2	48175128	48175354	atac_P03373	dist	.	.	1	1	0	0	1	0	3	0	14	3	0	1	0	1	2	0	1	0	1	0	0	2	0	0	2	1	0	0	1	0	0	0	0	2	0	10	3	0	2	0	1	2	0	1	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	1	0	0	4	1	0	0	1	0	3	0	2	0	1	0	0	0	0	0	1	0	0
chr2	48176846	48177132	atac_P03374	dist	.	.	1	1	0	0	0	0	1	0	11	3	0	1	1	0	4	0	2	0	2	3	1	3	0	0	1	0	0	1	2	0	0	1	2	4	0	14	5	1	4	0	0	4	1	1	0	0	1	0	0	0	0	0	1	1	1	2	0	1	0	1	6	1	11	2	0	1	1	0	1	1	1	0	2	2	2	6	0	0	4	0	0
chr2	48177431	48177598	atac_L17436	dist	.	.	0	0	0	0	0	1	2	0	5	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	2	2	0	1	0	0	3	1	15	3	0	0	1	0	4	0	1	0	2	3	2	6	0	0	1	0	0	1	0	0	0	2	1	6	0	4	7	1	6	2	0	2	1	1	1	0	0	0	0	0	0	3	0	0
chr2	48210674	48210767	atac_L17437	dist	.	.	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	6	1	1	0	1	0	3	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	3	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1
chr2	48230568	48230962	atac_L17438	dist	.	.	1	6	0	0	2	0	1	0	9	2	0	2	1	1	4	0	0	0	20	21	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	5	2	0	1	1	0	1	0	0	0	7	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	3	0	1	1	1	0	0	9	7	0	0	0	0	2	1	0
chr2	48255561	48255682	atac_L17439	prox	.	.	0	3	0	0	1	0	3	0	8	2	0	3	0	0	2	1	1	0	0	0	0	4	0	0	2	0	0	4	9	0	0	1	1	13	3	29	9	0	7	2	0	5	2	1	0	3	1	5	14	2	4	5	1	0	1	5	0	0	1	3	9	2	21	5	1	4	1	0	5	5	1	0	6	4	0	5	0	0	2	0	0
chr2	48255801	48255916	atac_L17440	prom_cage	-	ENSDART00000056277	0	2	0	0	0	1	2	0	3	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	4	9	0	0	2	2	14	1	34	6	0	7	1	0	5	2	2	0	4	0	2	13	2	2	6	1	0	0	4	0	0	1	3	5	1	6	2	2	1	1	0	5	3	0	0	5	6	0	1	0	0	1	0	0
chr2	48275510	48275623	atac_L17441	dist	.	.	1	0	0	0	0	1	1	0	6	0	0	1	0	0	2	1	0	0	1	0	1	1	0	0	0	0	0	0	6	0	0	1	1	6	1	23	1	0	7	1	0	3	3	2	0	6	7	6	5	0	0	2	0	0	2	2	0	0	0	1	0	0	10	0	0	2	2	0	3	1	1	0	2	1	2	1	0	0	0	0	0
chr2	48292170	48292265	atac_L17442	dist	.	.	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	4	0	2	2	0	2	0	0	3	1	2	0	2	7	0	1	0	0	1	1	0
chr2	48298864	48298979	atac_L17443	prom_cage	-	ENSDART00000057957	1	0	0	0	0	0	1	0	5	2	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	2	1	2	0	0	0	2	5	0	19	4	1	2	1	0	7	4	1	0	7	6	4	4	0	0	1	0	0	1	2	0	1	2	0	4	0	27	0	0	3	1	1	6	1	1	0	2	3	0	1	0	0	2	1	1
chr2	48302313	48302431	atac_L17444	prox	.	.	0	1	0	0	0	3	0	1	6	0	1	1	0	0	1	1	0	0	3	4	0	2	0	0	0	0	0	1	1	1	0	0	0	4	5	16	2	1	3	1	2	6	3	0	0	11	19	0	6	0	0	0	0	0	1	4	0	0	0	2	1	1	22	0	0	3	0	0	3	0	0	0	20	15	1	2	0	0	0	0	0
chr2	48303006	48303253	atac_L17445	prom_cage	+	ENSDART00000023040	1	0	0	0	0	0	2	0	7	0	0	2	0	0	0	0	4	0	7	4	1	1	1	0	1	0	0	1	3	0	0	0	1	1	1	17	0	0	2	0	0	3	0	0	0	18	13	1	2	0	0	0	0	0	1	3	0	0	1	3	5	0	11	2	0	1	1	1	3	0	1	1	6	3	1	8	3	0	8	1	0
chr2	48303778	48303878	atac_L17446	prox	.	.	0	0	0	0	0	0	2	0	2	0	0	3	0	1	0	0	0	0	0	1	0	2	1	0	1	0	0	0	3	0	0	1	3	5	0	11	2	0	2	1	1	3	0	1	1	6	3	1	8	4	0	8	1	0	0	6	0	0	2	2	2	1	10	0	1	4	0	1	3	2	2	0	6	5	5	6	1	0	7	0	4
chr2	48304009	48304172	atac_L17447	prox	.	.	0	4	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	2	1	2	0	1	0	3	0	0	0	5	0	0	1	0	5	0	10	1	1	3	0	2	1	1	0	0	5	4	1	5	2	0	5	0	0	1	4	0	0	1	3	3	2	18	0	1	5	0	0	6	2	3	0	9	6	4	9	0	0	6	1	6
chr2	48304875	48305003	atac_L17448	prox	.	.	0	1	1	0	0	0	1	0	4	0	0	0	0	0	1	0	1	0	2	3	0	1	0	0	1	0	0	1	6	0	0	1	1	3	2	27	1	1	3	0	0	9	2	3	0	9	10	4	9	0	0	3	1	4	1	1	1	0	1	0	2	0	7	1	0	1	0	0	0	0	0	0	7	4	0	0	1	0	0	0	1
chr2	48306608	48306863	atac_L17449	prom_umms	-	TCONS_00054771	0	1	0	1	0	1	4	1	9	1	0	4	0	1	1	1	0	0	2	7	0	2	0	0	1	0	0	1	3	0	1	1	0	2	1	25	1	0	5	0	1	2	1	2	0	6	15	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	4	0	0	1	0	0	0	1	0	0	1	5	0	1	0	0	0	0	0
chr2	48323248	48323435	atac_L17450	dist	.	.	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	3	0	1	1	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	3	1
chr2	48340876	48341017	atac_L17451	dist	.	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	1	0	1	2	1	0	0	2	1	1	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0
chr2	48375320	48375733	atac_L17452	prom_ens	-	ENSDART00000148788	4	6	0	0	3	2	7	2	17	7	0	3	1	0	11	2	0	0	5	9	1	5	1	0	2	0	0	7	7	0	1	2	6	15	3	61	14	0	5	2	0	13	5	0	0	10	12	6	19	1	1	4	1	0	3	3	0	0	2	0	6	1	19	2	0	1	0	1	7	1	2	0	2	2	1	3	0	0	1	0	1
chr2	48416896	48417103	atac_P03375	prox	.	.	0	0	0	0	1	1	0	0	4	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	6	1	0	0	1	2	4	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0
chr2	48463601	48463705	atac_L17453	prom_ens	-	ENSDART00000160634	0	1	0	1	0	0	1	1	5	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	1	13	0	0	0	0	0	3	1	1	0	0	0	1	0	1	0	0	0	1	0	2	0	1	1	1	1	1	7	1	0	3	2	0	1	0	0	0	1	1	3	2	1	0	2	0	0
chr2	48564777	48564859	atac_L17454	prox	.	.	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	2	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	2	0	0	1	1	1	2	0	1	0	1	0	0	0	2	2	1	0	2	0	1	0	0	0	0	0	1
chr2	48759547	48759710	atac_L17455	dist	.	.	1	1	0	0	0	0	1	0	1	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	1	0	2	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	0	0
